country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,205,304,425,469,469,572,697,689,675,770,744,898,1110,1280,1240,1170,1280,1500,1420,1360,1450,1670,1570,1730,1910,1970,2050,2090,2260,2310,2540,2880,3520,3470,2880,3590,3850,4210,4440,4750,5130,5680,5190,5240,5680,5970,6240,6900,8010,8010,8070,7800,8620,8770,9260,8430,8930,8490,6110,5750,4610,7240,4470,6160,7670,7240,7540,7460,8600,8970,10300,9570,10100,10200,9570,9560,9480,9930,10500,10500,11900,8320,6630,5850,6180,4460,1620,5770,9460,10200,8540,10200,12300,11200,10300,12600,13600,17100,17700,16300,16600,19500,20400,24100,29100,28100,30400,31500,32500,36000,38100,40300,41900,43000,46200,41500,39100,40500,41100,42200,39900,40500,38800,36600,40100,39200,39800,42300,40200,40700,39400,44200,46200,46100,43600,42700,43400,44100,43100,44600,44500,43600,45100,43500,44700,45300,45800,45400,43400,44700,43600,45100,41000,42300,43200,39300,38800,39200,38200,36900
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,11,14.7,11,14.7,29.3,62.3,62.3,58.7,22,22,55,36.7,18.3,18.3,22,25.7,25.7,29.3,414,381,477,513,579,1650,2010,1980,2170,2230,3220,3060,3200,3610,4360,3680,4910,4610,5960,7240,6660,8880,7760,7890,9660,11200,13700,14600,15200,22500,20700,26600,24400,27800,32900,29400,31100,36000,36700,34300,37100,42200,42600,45300,46200,41200,42400,45400,49800,51800,50500,48200,38500,53600,50400,49900,52900,65800,66900,61600,60800,56200,43800,35800,30100,28700,28500,28400,28300
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0401,0.0481,0.0321,0.0401,0.0524,0.0647,0.0769,0.0892,0.101,0.114,0.126,0.138,0.151,0.163,0.175,0.187,0.2,0.212,0.224,0.237,0.249,0.35,0.451,0.552,0.653,0.754,0.856,0.958,1.06,1.12,1.48,1.89,1.7,1.78,2,1.91,6.03,6.93,5.76,7.82,8.48,11.5,11.8,11,13.4,15.4,19.1,19.5,25.5,26.2,30.7,32.4,34.1,38.8,39.4,42.9,44,46.6,48.6,52.5,59.4,65.4,69.2,81.2,82.7,95,96.7,112,125,145,165,169,163,160,178,159,181,203,204,215,211,219,248,269,243,223,238,219,87.3,74.6,68,73.8,90,99.4,118,117,169,210,234,252,342,411,463,518,626,709,813,831,877,888,1060,936,644,822,770,815,916,1100,1170,1330,1490,1610,1730,1830,1990,2260,2480,2710,2900,3910,4070,4200,4400,4720,5020,5330,5630,5890,6060,6310,6640,7050,7420,7730,8030,8450,8770,9060,9380,9450,9820,9630,9810,9950,10000,10800,10800,10800,11100,10800,10100,9110,7300,5170,2350,2440,2820,2150,2500,2520,2230,2290,1870,2060,2550,2420,2640,3210,2880,2430,2510,2320,2910,2870,4500,4850,5160,5160,5490
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,447,539,528,539,557,660,763,803,689,829,704,766,803,1030,1160,1370,1760,1650,1800,1770,2460,2170,3190,2310,2280,2790,2010,2200,2060,1880,2110,2150,2200,2350,2340,2280,2370,2270,2160,2110,2260,2180,2430,2070,2440,2530,2830,2480,2460,2570,3040,3490,3690,4240,5360,5880,5720,5940,5700,6850,7810,9250,10900,11300,12600,11600,12100,12500
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,25.7,22,25.7,25.7,29.3,36.7,40.3,47.7,58.7,58.7,45.8,33,14.7,19.6,24.5,29.3,40.3,62.3,957,1090,1280,1650,2050,2380,2620,2930,3020,3320,3710,4140,5030,5570,7480,7450,9470,12200,17100,14600,15400,19200,21800,24400,24200,24400,28700,32100,35000,36600,40000,37800,37700,42200,45600,48300,49300,56400,66300,77800,89400,98300,108000,121000,135000,157000,174000,179000,159000,166000,171000,183000,192000,203000,219000,225000,228000,231000,228000,243000,257000,254000,270000,284000,278000,281000,281000,285000,288000
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,161,176,176,180,183,202,227,235,246,293,444,513,502,495,508,522
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,25.7,44,29.3,33,40.3,40.3,47.7,47.7,55,66,91.7,88,106,132,132,180,198,194,242,275,315,405,412,391,312,323,462,356,1380,794,706,817,623,694,658,847,923,962,1020,973,1050,1030,1070,1010,1180,1270,880,1290,1850,1330,1160,1320,1810,1750,1720,1500,1520,1520,2740,2600,2510,2220,2140,2180,2700,3070,3320,3420
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,11,11,11,11,11,11,11,14.7,14.7,11,25.7,18.3,22,25.7,22,33,29.3,29.3,36.7,40.3,40.3,47.7,44,47.7,47.7,47.7,47.7,55,69.7,69.7,77,95.3,69.7,84.3,91.7,95.3,77,99,88,110,95.3,88,103,117,110,114,128,114,121,132,117,103,106,114,114,121,128,132,135
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.7,66,125,198,224,290,334,414,528,770,649,869,1000,983,1210,1660,1950,1960,2100,3230,3600,3650,3080,3260,4070,4780,5090,5750,7250,8350,9460,10700,9910,10700,10300,10800,11000,10900,12000,12700,13800,2350,2520,2800,2940,2840,2720,2880,2570,3480,3090,2580,4600,7240,1310,3790,5200,4050,4640,4040,3900,9000,8100,8240,9400,10100,9620,15900,16200,15300,16700,16900,17300,18400,16300,17500,20700,17400,17500,15800,16100,17000,17000,19100,17900,17400,17000,20500,18300,19100,22500,23800,26300,28600,31900,33400,38100,42600,45400,44300,44800,47800,46800,45300,46400,46200,46200,43800,43500,43500
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,29.3,40.3,34.8,29.3,22,0,0,0,0,0,0,0,0,0,0,0,18.3,18.3,18.3,25.7,29.3,33,33,58.7,136,161,51.3,91.7,95.3,132,128,147,128,1220,1380,1440,1380,1410,1600,1560,1580,1450,1590,1730,1770,1800,1950,2760,2460,2880,3090,3600,3860,3740,4210,4740,4830,5400,5550,5850,6750,7480,8760,9470,9810,9500,11300,11500,11900,12000,11700,12400,13200,13100,15400,14900,16400,15800,15600,16600,16800,17800,18100,19700,20600,20600,20900,21900,22300,22600,23700,24400,24300,27100,25500,26300,26900,27900,29300,29000,30500,31600
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,209,227,176,268,158,198,246,238,257,352,275,447,326,125,139,183,154,161,176,194,136,246,268,403,367,403,411,425,392,374,444,315,524,671,1040,950,1050,1210,1370,1530,1580,1880,1720,1960,1880,2230,2000,2040,1660,1040,513,392,458,939,1400,843,1010,1470,2450,2370,3010,3280,3130,3550,3980,3940,4000,4670,5800,5940,5870,4250,4640,4910,5470,5630,4950,6120,7030,7100,7030,7480,7710,7980,9500,10200,10500,13000,13400,13600,14400,16000,16100,17200,16800,17400,21600,22700,26300,27400,31500,33500,36300,38800,42600,47700,53800,59400,61000,65500,73400,81200,76800,75100,75300,79300,86300,89900,95000,106000,116000,129000,125000,138000,152000,158000,164000,171000,168000,181000,200000,212000,212000,208000,230000,214000,221000,237000,245000,264000,282000,313000,310000,316000,315000,340000,354000,346000,362000,382000,402000,426000,429000
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,0.217,0.145,0.181,0.237,0.292,0.347,0.403,0.458,0.514,0.569,0.624,0.68,0.735,0.791,0.846,0.901,0.957,1.01,1.07,1.12,1.58,2.04,2.49,2.95,3.41,3.86,4.32,4.78,5.07,6.7,8.51,7.68,8.04,9.02,8.62,27.2,31.3,26,35.3,38.3,51.7,53.1,49.8,60.5,69.6,86.4,88.2,115,118,139,146,154,175,178,194,199,210,219,237,268,295,313,366,373,429,437,505,566,657,744,764,738,721,803,717,817,915,921,972,954,989,1120,1220,1100,1010,1070,989,394,337,307,333,406,449,534,528,764,950,1060,1140,1550,1860,2090,2340,2830,3200,3670,3750,3960,4010,4810,4220,2910,3710,3480,3680,4140,4980,5300,6020,6710,7280,7790,8240,9000,10200,11200,12200,13100,15600,16300,16800,17700,19000,20200,21400,22600,23700,24400,25400,26700,28400,29900,31200,32400,34100,35400,36600,37900,38200,39700,38900,39700,40300,40600,43800,43900,43700,44900,43900,41100,35600,32000,27500,33500,34000,30600,30600,32100,37600,37500,38000,39900,44600,46500,48300,49400,55900,56700,50200,57200,62200,64600,66400,68100,70300,70200,73200,80000
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,11,11,11,11,7.33,11,11,11,7.33,7.33,11,11,11,11,11,11.3,11.6
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,139,143,209,220,264,264,279,293,414,421,407,429,432,491,627,733,810,982,1180,1440,1440,1380,1180,1190,1130,989,806,699,673,627,528,546,615,582,618,703,770,864,802,764,784,802,802,712,934,1040,1090,1240,1290,1400,1470,1510,1580,1680,2110,2470,2820,3050,3250,3770,4070,3880,4190,4540,5080,5400,5640,5780
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,4.15,2.77,3.46,4.52,5.58,6.63,7.69,8.75,9.81,10.9,11.9,13,14,15.1,16.2,17.2,18.3,19.3,20.4,21.5,30.2,38.9,47.6,56.3,65.1,73.8,82.6,91.4,96.9,128,163,147,154,172,165,520,597,497,674,732,988,1010,952,1160,1330,1650,1680,2200,2260,2650,2790,2940,3350,3400,3700,3800,4020,4190,4520,5120,5640,5970,7000,7130,8190,8340,9640,10800,12500,14200,14600,14100,13800,15300,13700,15600,17500,17600,18600,18200,18900,21400,23200,21000,19300,20500,18900,7530,6430,5870,6360,7760,8570,10200,10100,14600,18200,20200,21700,29500,35500,40000,44700,54000,61200,70100,71700,75700,76600,91800,80700,55500,70900,66400,70300,79000,95100,101000,115000,128000,139000,149000,157000,172000,195000,214000,234000,250000,259000,269000,278000,291000,312000,332000,352000,372000,389000,400000,416000,438000,464000,489000,509000,528000,555000,577000,596000,617000,622000,646000,634000,646000,655000,661000,713000,715000,712000,731000,714000,706000,633000,590000,511000,420000,390000,352000,341000,329000,298000,286000,304000,296000,307000,311000,313000,333000,337000,326000,278000,294000,308000,304000,298000,258000,224000,234000,223000,225000
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,18.3,22,18.3,22,25.7,917,1240,20500,15200,21200,23500,30600,31300,31100,39600,38800,44800,36600,36900,36800,36800,35200,46200,49700,47100,47500,48100,54200,51700,56700,57800,65600,72700,70100,72800,73200,80700,77600,112000,101000,83800,106000,112000,115000,122000,133000,154000,166000,156000,169000,218000,218000,223000,192000,203000,200000,206000
United Kingdom,9360,9360,9360,9370,9370,10000,10000,10000,10000,10000,11000,11000,11000,11000,11000,12300,12300,12300,12300,12300,13600,13600,13600,13600,13600,15000,15100,15100,15100,15100,16900,16900,16900,16900,16900,19200,19200,19200,19200,19200,21400,21400,21400,21500,21500,22400,23600,24500,25800,26700,26700,26900,30200,30400,31500,33300,33300,33300,33300,33300,35600,37000,37400,38100,39000,41500,42000,42100,42400,42600,42900,44600,46900,49100,49600,50200,52300,52600,53400,67900,65800,65600,65500,65600,65300,76500,73800,75900,77800,81000,81900,85400,89200,93500,100000,95800,104000,109000,116000,123000,117000,116000,116000,139000,131000,140000,138000,135000,150000,168000,175000,170000,180000,194000,206000,212000,218000,213000,224000,229000,242000,255000,265000,257000,272000,271000,276000,271000,273000,297000,313000,315000,328000,319000,316000,313000,321000,333000,345000,353000,361000,353000,316000,362000,366000,376000,386000,387000,415000,420000,411000,427000,430000,432000,438000,454000,474000,462000,466000,470000,482000,456000,499000,484000,490000,507000,502000,467000,457000,470000,320000,429000,455000,476000,450000,247000,467000,438000,461000,441000,413000,396000,392000,424000,429000,454000,469000,449000,453000,476000,470000,469000,455000,442000,418000,437000,462000,476000,486000,501000,545000,529000,541000,553000,577000,574000,571000,556000,547000,584000,589000,593000,604000,608000,623000,619000,593000,607000,629000,653000,661000,649000,660000,618000,604000,599000,605000,605000,645000,580000,561000,549000,546000,530000,560000,569000,572000,571000,582000,601000,609000,594000,580000,576000,567000,589000,563000,568000,561000,568000,576000,561000,572000,573000,570000,568000,559000,545000,494000,512000,470000,488000,478000,439000,423000,400000,388000,379000
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,268,290,297,334,341,334,378,392,403,418,447,484,521,561,601,664,719,781,763,792,829,865,902,1020,1140,1320,1450,1600,1800,2090,2270,3030,3530,3380,4320,4730,5310,5030,5520,5880,6220,6920,7770,9310,11200,12700,15100,16800,18200,19800,24700,26800,30200,33200,38200,40100,41100,41700,45400,47500,45700,47500,54900,58700,58900,59300,72900,82400,93800,98700,103000,126000,140000,134000,136000,133000,147000,144000,176000,199000,210000,236000,254000,268000,272000,288000,308000,374000,336000,402000,428000,451000,454000,425000,480000,481000,501000,546000,626000,663000,722000,765000,895000,881000,985000,1030000,1200000,1050000,1160000,1270000,1260000,1340000,1440000,1320000,1370000,1520000,1670000,1750000,1480000,1740000,1420000,1430000,1900000,1700000,1740000,1890000,1850000,1830000,1960000,1740000,1480000,1260000,1350000,1440000,1490000,1710000,1790000,1510000,1670000,1870000,2040000,2200000,2270000,2440000,2360000,2250000,2480000,2580000,2160000,2540000,2610000,2550000,2610000,2490000,2720000,2860000,2830000,2740000,2830000,2890000,2880000,2990000,3120000,3260000,3390000,3560000,3700000,3830000,4020000,4330000,4350000,4560000,4770000,4600000,4400000,4610000,4740000,4890000,4900000,4720000,4530000,4310000,4340000,4470000,4490000,4490000,4680000,4890000,4950000,5130000,5080000,5180000,5290000,5380000,5440000,5630000,5710000,5750000,5830000,6000000,5900000,5950000,6000000,6110000,6140000,6060000,6130000,5930000,5500000,5700000,5580000,5380000,5530000,5580000,5430000,5310000,5280000,5420000
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,66,51.3,51.3,55,73.3,77,88,84.3,88,73.3,66,95.3,110,143,147,147,147,2460,2630,3160,3510,3740,3920,4030,4440,3980,4390,4320,4120,4010,4320,4560,5520,5400,4880,4880,5590,5740,5810,6070,5770,5680,5970,5890,5640,5730,6270,5820,5360,4860,3810,3440,3290,3170,3550,4790,4860,3970,4530,5150,4440,4030,4560,5410,5520,5640,6690,5270,5030,4560,4530,5570,5730,6600,5950,8210,7950,6300,7660,8600,7500,6660,6620,6690,6710,6950
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,0.736,0.491,0.613,0.801,0.988,1.18,1.36,1.55,1.74,1.93,2.11,2.3,2.49,2.68,2.86,3.05,3.24,3.43,3.61,3.8,5.35,6.89,8.44,9.98,11.5,13.1,14.6,16.2,17.2,22.7,28.8,26,27.2,30.5,29.2,92.2,106,88.1,119,130,175,180,169,205,236,293,299,390,400,470,495,521,593,602,656,673,712,742,802,908,1000,1060,1240,1260,1450,1480,1710,1920,2220,2520,2590,2500,2440,2720,2430,2770,3100,3120,3290,3230,3350,3790,4120,3720,3410,3640,3350,1330,1140,1040,1130,1370,1520,1810,1790,2590,3220,3570,3850,5230,6290,7080,7910,9570,10800,12400,12700,13400,13600,16300,14300,9840,12600,11800,12500,14000,16900,17900,20400,22700,24600,26400,27900,30500,34600,37900,41500,44300,42000,43800,45200,47500,51000,54300,57700,60900,63800,65600,68400,71800,76300,80300,83700,86900,91400,94900,98100,102000,102000,106000,104000,106000,108000,109000,117000,118000,117000,120000,118000,110000,113000,111000,116000,108000,103000,106000,107000,119000,122000,122000,123000,128000,127000,126000,117000,120000,120000,123000,107000,104000,113000,115000,103000,105000,102000,91100,93400,91300
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,33,62.3,47.7,77,84.3,62.3,44,40.3,58.7,62.3,55,62.3,55,44,51.3,58.7,62.3,62.3,51.3,51.3,55,55,121,58.7,47.7,66,62.3,66,66,62.3,62.3,62.3,66,84.3,84.3,80.7,84.3,84.3,88,84.3,84.3,58.7,58.7,47.7,99,95.3,121,121,132,114,106,154,132,147,151,155
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,3.67,3.67,5.87,8.07,10.3,12.5,14.7,29.3,51.3,80.7,80.7,216,213,150,161,205,451,385,675,1070,1020,1900,1950,0,0,3810,2820,5230,6000,3170,9410,6130,7000,12400,15100,11600,10300,15100,15800,80100,20500,25600,28700,38300,47400,50800,47900,51200,59800,65100,69600,54500,65200,57100,51900,54100,56200,56600,60800,57000,65800,65600,69000,74600,62600,62600,66500,75100,63800,57300,63700,68600,76500,90700,91900,93300,93000,93100,101000,109000,111000,116000,109000,122000,115000,106000,124000,130000,133000,122000,134000,167000,173000,152000,172000,193000,192000,151000,164000,170000,161000,180000,180000,190000,171000,191000,183000,184000,171000,163000,154000,139000
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,664,304,180,363,524,656,733,513,502,400,557,803,792,836,851,920,1020,1320,1160,1140,1350,1650,1710,1820,1740,1690,1770,1860,2450,2630,2810,3280,3620,3420,3960,5220,5240,5190,4580,4550,4220,4230,4710,5800,6130,6230,6950,6640,6180,3300,2710,1430,612,904,1200,1490,1780,2070,2360,2650,2940,3240,3530,2910,2880,5020,6610,7490,7980,9350,9120,11800,13200,19200,23000,23600,27100,28200,24500,23100,25100,19100,21800,13900,15300,15400,16300,16800,17700,18300,19300,17500,21100,20600,23300,23000,17300,21200,21300,21300,22700,26000,28500,34100,44300,46600,46700,52400,59600,68700,76300,87900,94900,99200,101000,113000,123000,136000,145000,136000,141000,160000,180000,184000,185000,207000
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,40.3,58.7,69.7,4460,2490,2330,2960,1880,2600,3630,2670,3890,2920,3630,3930,3470,3050,11600,4680,2510,1970,1500,2730,2250,2170,2570,2980,3100,3220,3320,4230,5940,6290,7100,8580,8200,8630,9560,9940,9530,9140,9880,8630,8990,10400,10500,11300,12100,13700,14500,16000,15600,17100,18700,19800,21100,20700,22000,24300,23200,20200,18300,25000,24200,12700,10300,10100,10100
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,4360,3710,3590,3450,3280,3920,3500,4790,4570,4270,3770,3790,4060,4590,4200,4080,4020,3740,3470,3600,3530,3360,3510,3260,2810,2730,2870,2680,3110,2570,2410,2380,2430,2470,2390,2140,1840,2360,2280,1780,1790,1890,1960,2080,2110,2240,2230,1870,2110,2410,2560,2780,3490,3760,4260,4300,4840,5130,5230
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,143,235,253,279,396,411,433,513,521,583,843,986,1180,1320,1180,1230,1390,1390,1240,1490,1570,1830,2320,2410,2910,2750,2490,1560,1160,1280,1710,1840,1870,2740,2770,2970,3430,3750,4140,4720,4800,4470,4320,4040,4540,5130,5240,5350,5460,5580,5690,5800,5910,6020,6130,6240,5950,5070,4890,4700,4470,5210,6050,5300,6380,6750,8160,8740,8220,9280,9050,8320,10900,9290,9290,9440,9620,9410,8790,10400,9890,10200,13100,15200,16000,16100,15600,15900,16900,16300,17700,15000,14900,14300,14200,15700,13800,12500,11900,10600,9440,10700,10400,9840,7730,5520,7710,9510,7700,11600,12000,12200,10800,12000,12300
